71097,1,26
158464,0,8
248753,7,20
294695,0,12
340803,1,207
370791,1,46
374522,1,3
430369,11,70
470076,15,36
562162,3,43
931861,1,40
955394,12,157
982718,0,31
1003101,0,21
1042947,4,57
1085213,7,101
1463020,7,59
1498648,3,8
1673954,7,45
1824008,1,5
1829965,0,24
2363919,1,28
2386511,0,25
2444695,2,11
2689693,5,38
2987163,0,1
3214880,19,158
3959599,0,59
4428536,0,29
4517020,9,33
5027319,6,23
5047850,0,18
5174152,2,4
5619880,0,6
5966428,4,40
6059223,2,19
6202138,3,48
6624738,2,12
10242809,2,19
10326033,0,1
10720259,3,13
11605152,1,26
12927776,0,2
13165547,1,49
14575584,17,64
15818011,1,28
16072832,8,60
18249228,0,2
18532738,2,77
21027193,2,2
22450390,5,60
23901063,3,16
24301988,0,49
26512713,25,50
27323654,0,26
29634672,2,2
29878326,0,1
32203050,1,8
32312991,5,129
34433584,6,32
35860554,8,64
37908767,1,1
40143255,0,1
42636071,9,38
50129682,6,7
54360414,19,123
54676412,1,26
60913024,0,3
63817963,0,4
64283721,0,6
67767886,18,126
68188618,1,22
72155373,1,21
77979611,3,5
78263001,20,111
80497991,0,9
82085343,8,88
82945377,2,4
85090626,0,4
86377189,3,6
87333790,2,12
87746155,2,55
88114082,0,14
88472303,0,10
90052754,9,73
92958218,5,42
93299403,3,20
93486175,0,2
95254848,1,12
96182590,1,4
97421520,0,1
98460060,0,8
101041987,16,98
101443791,7,12
101597040,1,2
105659928,0,67
108837375,1,2
111364896,7,27
117964365,6,22
121727286,0,12
122526088,0,3
131868288,5,131
132027895,6,72
134337601,5,63
136308063,2,78
136431121,7,19
137822839,23,132
145331322,101,155
147588004,3,32
150520843,0,1
151078533,0,1
155284539,11,58
156091622,1,52
157883456,34,61
159532267,0,3
159585427,7,55
163091827,3,54
167156960,11,110
169039401,7,82
175550552,1,12
176186429,4,112
176579848,4,16
177190584,4,75
177670735,1,131
178981809,0,2
179060926,0,5
180937832,5,39
182091573,2,27
182919201,0,72
183643472,2,16
184375387,0,42
184591930,0,7
185117548,49,244
193915011,1,9
199872485,0,6
202404223,0,4
204212502,6,23
205711571,7,12
215612081,0,4
220181836,1,3
220283466,1,31
222849104,19,65
223326897,0,2
227060743,3,8
229160812,15,125
236696089,1,48
239052874,7,53
247621958,7,8
248062616,8,39
248294684,8,5
